location,category,tweet,location.1,latitude,longitude,datetime,multimodal,file_path,Disaster_Category,Relevancy,Priority,media_description,summary,responders_required
Acton,Incident Report,"Oh dear, there's a big fire near that big rock on Soledad Canyon Road in Acton! 😥 Seems to be moving towards the horse ranch. Hope the animals are okay! Is this a wildfire? Should I call someone? #Wildfire #Emergency I'm a bit flustered, sorry for the typos!",Acton,34.46442248027528,-118.18270472250134,2025-01-09 16:56:27.438937,False,,Fire,True,2,,"A wildfire reported near Soledad Canyon Road in Acton is moving towards a horse ranch, potentially threatening animals.","['firefighters', 'police', 'ambulance']"
Sylmar,Fire Near Key Infrastructure,"Yo, HUGE fire in Sylmar near the power station by Roxford! 😳 Like, if that goes, we're all gonna be living in the dark ages! 🔥 Pls tell me someone called 911?! #Wildfire #Emergency #LosAngeles #Sylmar #PrayForLA",Sylmar,34.32240167514947,-118.45352710188892,2025-01-09 22:04:29.233653,False,,Fire,True,2,,"Large wildfire reported in Sylmar near the power station by Roxford, posing a potential threat to the power grid.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Fire Near Key Infrastructure,"Ugh, this is NOT the vibe. 🙄 Huge flames near Sunset Blvd in Pacific Palisades, like, RIGHT next to that cell tower. If my TikToks start buffering, I'm blaming the fire. 🔥 Pls don't let it reach the In-N-Out. #Wildfire #Emergency #LosAngeles",Pacific Palisades,34.088309749247315,-118.5075872295612,2025-02-18 14:17:19.080276,False,,Fire,True,2,,"Large flames reported near Sunset Blvd in Pacific Palisades, posing a potential threat to nearby structures and infrastructure.","['firefighters', 'police']"
Hollywood Hills near Runyon Canyon,Request for Emergency Help,OMG! There's a HUGE wildfire in the Hollywood Hills near Runyon Canyon! I can see flames from my window on Mulholland Drive! It's spreading so fast! 😭 Pls send help! #Wildfire #Emergency #LosAngeles Firefighters are needed ASAP!,Hollywood Hills near Runyon Canyon,34.104806082560806,-118.3386337288036,2025-01-09 06:13:41.267051,False,,Fire,True,1,,"Large, rapidly spreading wildfire reported in Hollywood Hills near Runyon Canyon and Mulholland Drive, immediate firefighter assistance is needed.",['firefighters']
Sylmar,Incident Report,"Heard sirens like crazy heading towards Sylmar, near the Foothill area. Smells like somethin's burnin' real bad. Hope everyone's okay up there. #Wildfire #Emergency",Sylmar,34.311171196984205,-118.45146195200738,2025-01-11 18:05:47.150562,False,,Fire,True,3,,"Reports of sirens and burning smell in Sylmar Foothill area, indicating potential wildfire.","['firefighters', 'police', 'ambulance']"
Sylmar,Incident Report,"Oh my gosh! 😱 I'm visiting from London and there's like, a HUGE fire near Sylmar, Los Angeles! Saw it from near the Olive View Medical Center. Is this normal?! So much smoke! 🔥 Hope everyone is okay! #Wildfire #Emergency #LosAngeles",Sylmar,34.3399801025983,-118.4246781119672,2025-01-15 14:16:12.527645,False,,Fire,True,2,,"Large wildfire reported near Sylmar, Los Angeles, visible from Olive View Medical Center, with significant smoke.","['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Evacuation Warning,URGENT: Evacuation WARNING issued for residents in the Hollywood Hills area near Runyon Canyon due to a fast-moving wildfire. Please prepare to evacuate immediately. Monitor official channels for updates and instructions. Your safety is our priority. #Wildfire #Emergency #LosAngeles,Hollywood Hills near Runyon Canyon,34.12812072322223,-118.33111971917992,2025-01-09 10:35:00.909945,False,,Fire,True,2,,"Evacuation warning issued for residents in Hollywood Hills near Runyon Canyon due to a fast-moving wildfire, residents are asked to prepare for immediate evacuation.","['firefighters', 'police', 'ambulance']"
Acton,Request for Emergency Help,"Oh dear, oh dear! There's a HUGE fire near that big rock on Soledad Canyon Road in Acton! 😥 I think it's heading towards the houses near Sierra Highway! Can someone PLEASE send the firemen? I'm so worried! #Wildfire #Emergency Los Angeles",Acton,34.47256764730027,-118.2402813775924,2025-01-10 17:57:06.787653,False,,Fire,True,2,,"Large wildfire reported near Soledad Canyon Road in Acton, potentially spreading towards houses near Sierra Highway, requiring firefighter assistance.","['firefighters', 'police', 'ambulance']"
West Hills,Distress Call,"URGENT: Reports of increased fire activity in West Hills, Los Angeles near Roscoe Blvd and Valley Circle. Residents in the area should prepare for potential evacuation. Monitor official channels for updates. #Wildfire #Emergency. We are working to contain the situation. - City Official",West Hills,34.19836640200426,-118.63394206164249,2025-01-11 12:10:26.772521,False,,Fire,True,2,,"Increased fire activity reported in West Hills, Los Angeles near Roscoe Blvd and Valley Circle, potential evacuation is underway.","['firefighters', 'police', 'ambulance']"
Acton,Distress Call,"URGENT: We are receiving reports of a rapidly spreading wildfire in Acton, Los Angeles, near the Sierra Pelona Ridge. Residents in the vicinity of Soledad Canyon Road are advised to prepare for potential evacuation. Stay tuned for official instructions. #Wildfire #Emergency #LosAngeles",Acton,34.4487331266196,-118.19648168366948,2025-01-10 19:47:11.615420,False,,Fire,True,2,,"A rapidly spreading wildfire is reported in Acton, Los Angeles, near Sierra Pelona Ridge, with residents near Soledad Canyon Road advised to prepare for evacuation.","['firefighters', 'police', 'ambulance']"
Acton,Fire Near Key Infrastructure,"URGENT: Wildfire rapidly approaching the Acton Water Treatment Plant off Soledad Canyon Road. Crews are on scene, but the situation is escalating. Protecting critical infrastructure is paramount. Residents in nearby areas should prepare for potential evacuation. Stay tuned for updates. #Wildfire #Emergency #LosAngeles",Acton,34.450684401660176,-118.21105765890763,2025-01-10 17:36:27.214352,False,,Fire,True,3,,"Wildfire is rapidly approaching Acton Water Treatment Plant and escalating despite crews being on scene, potential evacuations are being considered for nearby residents.","['firefighters', 'police', 'ambulance']"
West Hills,Roadblock or Escape Issue,Oh dear! There's a HUGE fire near the park in West Hills! 😥 I think it's blocking Valley Circle Blvd... I can't see the Kaiser building anymore because of all the smoke! Is anyone else stuck? #Wildfire #Emergency I hope the firefighters get here soon! 🙏,West Hills,34.19436389773882,-118.64850150328714,2025-01-11 08:55:03.992412,False,,Fire,True,2,,"Large wildfire reported near West Hills park, blocking Valley Circle Blvd, causing heavy smoke and potential road blockage.","['firefighters', 'police']"
Sylmar,Distress Call,"Yo, Sylmar's lookin' HOT! 🥵 Fire's jumpin' near the Foothill area, headin' towards them houses by the old Olive View hospital. Wind's a biatch. Get outta there NOW! #Wildfire #Emergency Los Angeles Fire Dept, where you at?!",Sylmar,34.32553571567509,-118.46011255148092,2025-01-12 01:39:05.093650,False,,Fire,True,2,,"A wildfire is rapidly spreading towards residential areas near Foothill and Olive View hospital in Sylmar, with strong winds exacerbating the situation, requiring immediate fire responder attention.","['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Incident Report,Oh my stars! 🌟 There's a HUGE fire up in the Hollywood Hills near Runyon Canyon! I can see the flames from my window on Mulholland Drive! Seems to be moving fast. Is everyone okay? 🙏 I hope the firefighters get there soon! #Wildfire #Emergency #LosAngeles Fire department please hurry!,Hollywood Hills near Runyon Canyon,34.12474938180934,-118.35159778912733,2025-01-09 09:14:48.456746,False,,Fire,True,2,,"Large wildfire reported in Hollywood Hills near Runyon Canyon, moving fast and visible from Mulholland Drive. Firefighters are requested to attend urgently.",['firefighters']
West Hills,Fire Near Key Infrastructure,"Heard on the radio, big fire breakin' out near the water treatment plant in West Hills. Wind's pickin' up, could be trouble. Hope they get it under control before it hits the power lines. #Wildfire #Emergency Los Angeles",West Hills,34.192295307739414,-118.61579968734912,2025-01-10 22:40:27.651943,False,,Fire,True,2,,"Large fire reported near the water treatment plant in West Hills, with increasing wind potentially spreading the fire towards power lines.","['firefighters', 'police', 'ambulance']"
Acton,Request for Emergency Help,"Ugh, this is NOT the vibe. 🔥 Huge flames near Vasquez Rocks in Acton! Like, seriously, is this the end of the world?? 😭 My mom's freaking out! We need help ASAP! #Wildfire #Emergency Los Angeles, please send someone! 🙏",Acton,34.47270056345275,-118.10259606076713,2025-01-08 16:54:29.418555,False,,Fire,True,1,,"Urgent report of a large wildfire near Vasquez Rocks in Acton, immediate assistance is requested.","['firefighters', 'ambulance', 'police']"
Hollywood Hills near Runyon Canyon,Evacuation Warning,Fire. Get out of here if u can. No time for BS. #LAfire #GetOut,Hollywood Hills near Runyon Canyon,34.11351266872052,-118.35076176565848,2025-01-09 13:24:45.933685,True,video_tweets/2_hollywood.mp4,Fire,True,2,,"A fire incident is reported in LA area, urging immediate evacuation.","['firefighters', 'police', 'ambulance']"
North Sepulveda,Roadblock or Escape Issue,Oh god oh god! 😭 Fire's jumped Sepulveda near Mulholland! We're trying to get out but traffic is a NIGHTMARE. Can't even see through the smoke. My kids are in the car! Is there ANY other way out of North Sepulveda?! #Wildfire #Emergency #LosAngeles Please help!,North Sepulveda,34.08066324331304,-118.45831996414223,2025-01-23 07:00:20.613418,False,,Fire,True,1,,"Citizen reports being trapped in heavy traffic near Sepulveda and Mulholland due to wildfire, with heavy smoke and children in the car, urgently requesting help.","['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Roadblock or Escape Issue,"Ugh, seriously?! 🙄 Wildfire near Runyon Canyon AGAIN?! Can't even get down Outpost Dr. to get to In-N-Out! 🍔 My life is OVER. #HollywoodHills #Wildfire #Stuck #Emergency",Hollywood Hills near Runyon Canyon,34.12101278970401,-118.35138998241464,2025-01-09 01:56:24.357564,False,,Fire,True,3,,"Wildfire reported near Runyon Canyon blocking access on Outpost Dr, possibly impacting traffic and requiring monitoring.","['firefighters', 'police']"
Hollywood Hills near Runyon Canyon,Fire Near Key Infrastructure,"OMG! 😱 I'm visiting LA and hiking near Runyon Canyon in the Hollywood Hills, and I see flames getting close to some big power lines! Is that normal?! Seems kinda dangerous... #Wildfire #Emergency #LosAngeles #TouristTrap",Hollywood Hills near Runyon Canyon,34.114381505675134,-118.33899120665258,2025-01-08 19:04:29.255923,False,,Fire,True,2,,"Wildfire flames are approaching power lines near Runyon Canyon in Hollywood Hills, indicating a potentially dangerous situation.","['firefighters', 'police']"
Hollywood Hills near Runyon Canyon,Roadblock or Escape Issue,ARE YOU KIDDING ME?! They let this fire get THIS close to Runyon Canyon?! Now Beachwood Canyon is blocked off! I can't even get home to grab my protest signs! This is ALL their fault! #Wildfire #Emergency #LosAngeles #Blocked #Unacceptable,Hollywood Hills near Runyon Canyon,34.11133887407473,-118.34122269496208,2025-01-08 22:30:45.580628,False,,Fire,True,3,,Wildfire reported near Runyon Canyon and Beachwood Canyon in Los Angeles with road closures impacting resident access.,"['firefighters', 'police']"
Sylmar,Distress Call,"URGENT: We are receiving reports of a rapidly spreading wildfire in Sylmar, Los Angeles, near the foothills. Resources are being deployed. Residents near the Golden State Freeway should prepare for potential evacuation. Monitor official channels for updates. #Wildfire #Emergency",Sylmar,34.3182329123468,-118.46814871719596,2025-01-12 19:32:33.880827,False,,Fire,True,2,,"Rapidly spreading wildfire reported in Sylmar, Los Angeles near Golden State Freeway, potential evacuations.","['firefighters', 'police', 'ambulance']"
West Hills,Request for Emergency Help,"Ugh, this is NOT the vibe. 🙄 Huge flames near Platt and Victory in West Hills! Like, seriously, is this the apocalypse? 🔥 My mom's freaking out! Someone send help ASAP! #Wildfire #Emergency Los Angeles is burning! 😭",West Hills,34.180638215925605,-118.6276707290069,2025-01-10 21:16:26.800764,False,,Fire,True,2,,"Large flames reported near Platt and Victory in West Hills, Los Angeles, indicating a severe wildfire requiring immediate response.","['firefighters', 'police', 'ambulance']"
Acton,Request for Emergency Help,OMG! Huge flames near the Acton Metrolink station! Looks like it's spreading towards Soledad Canyon Rd! We need help NOW! Can anyone confirm if evacuations are in place? #Wildfire #Acton #Emergency 🚨🔥,Acton,34.45970598105239,-118.12187898378356,2025-01-10 00:34:13.762232,False,,Fire,True,2,,"Large wildfire reported near Acton Metrolink station and Soledad Canyon Rd, spreading rapidly and requiring immediate assistance.","['firefighters', 'police', 'ambulance']"
West Hills,Request for Emergency Help,"Oh dear, oh dear! There's a big fire near the park in West Hills, Los Angeles! 😥 I think it's getting close to the houses on Valley Circle Blvd! I can see the smoke and flames! Is anyone else seeing this? I don't know what to do! Please send help! #Wildfire #Emergency I'm so scared! 🙏",West Hills,34.18043952666813,-118.64412834839094,2025-01-10 20:01:44.364259,False,,Fire,True,1,,"A large wildfire is reported near the park in West Hills, Los Angeles, approaching houses on Valley Circle Blvd with visible smoke and flames, and the tweeter is requesting immediate help.","['firefighters', 'police', 'ambulance']"
